"County","Election District","Election Precinct","Cong","Legs","Candidate Name","Party","Office Name","Office District","Winner","Write-In?","Election Night Votes","Election Night Votes Against"
"01","001","000","06","01C","Barack Obama","DEM","President - Vice Pres","","Y","","66",""
"01","001","000","06","01C","Mitt Romney","REP","President - Vice Pres","","","","351",""
"01","001","000","06","01C","Gary Johnson","LIB","President - Vice Pres","","","","2",""
"01","001","000","06","01C","Jill Stein","GRN","President - Vice Pres","","","","3",""
"01","001","000","06","01C","Tiffany Renee Briscoe","DEM","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Dennis Knill","DEM","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Matthew Lydick","REP","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Barbara A. Prokopich","REP","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Santa Claus","IND","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Richard Duncan","IND","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Bruce Mlynski","IND","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Kevin M. Thorne","IND","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","James Clymer","CON","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Virgil Goode","CON","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Ross C. Rocky Anderson","OTH","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Andre Barnett","OTH","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Roseanne Barr","OTH","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Will Christensen","OTH","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Stephen Durham","OTH","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Merlin Miller","OTH","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Leon Leo Ray","OTH","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Theodis (Ted) Brown, Sr.","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Paul Chehade","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","David M. Crosby","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Fred Donald Dickson, Jr.","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Robert William Dietz","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Dwight Kenneth French","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Darrell Hykes","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Nelson Keyton","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Dean Morstad","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Deonia Neveu","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Terrance James O'Hara","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Jill Reed","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Cecil James Roth","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Sheila Tittle","UNF","President - Vice Pres","","","Y","0",""
"01","001","000","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","1",""
"01","001","000","06","01C","Ben Cardin","DEM","U.S. Senator           ","","Y","","63",""
"01","001","000","06","01C","Daniel John Bongino","REP","U.S. Senator           ","","","","258",""
"01","001","000","06","01C","Dean Ahmad","LIB","U.S. Senator           ","","","","2",""
"01","001","000","06","01C","S. Rob Sobhani","UNF","U.S. Senator           ","","","","74",""
"01","001","000","06","01C","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"01","001","000","06","01C","Mary Podlesak","REP","U.S. Senator           ","","","Y","0",""
"01","001","000","06","01C","Brandy Baker","UNF","U.S. Senator           ","","","Y","0",""
"01","001","000","06","01C","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"01","001","000","06","01C","Other Write-Ins","BOT","U.S. Senator           ","","","Y","2",""
"01","001","000","06","01C","John Delaney","DEM","Rep in Congress","06","Y","","114",""
"01","001","000","06","01C","Roscoe G. Bartlett","REP","Rep in Congress","06","","","260",""
"01","001","000","06","01C","Nickolaus Mueller","LIB","Rep in Congress","06","","","23",""
"01","001","000","06","01C","Other Write-Ins","BOT","Rep in Congress","06","","Y","2",""
"01","001","000","06","01C","Lynne A. Battaglia","BOT","Judge Court of Appeals","03","Y","","242","64"
"01","001","000","06","01C","Stuart R. Berger","BOT","Judge Special Appeals At Large","","Y","","236","64"
"01","001","000","06","01C","Nicholas Todd Hadley","NON","Board of Education     ","","Y","","240",""
"01","001","000","06","01C","Edward L. Root","NON","Board of Education     ","","Y","","192",""
"01","001","000","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","5",""
"01","002","000","06","01C","Barack Obama","DEM","President - Vice Pres","","Y","","117",""
"01","002","000","06","01C","Mitt Romney","REP","President - Vice Pres","","","","318",""
"01","002","000","06","01C","Gary Johnson","LIB","President - Vice Pres","","","","2",""
"01","002","000","06","01C","Jill Stein","GRN","President - Vice Pres","","","","2",""
"01","002","000","06","01C","Tiffany Renee Briscoe","DEM","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Dennis Knill","DEM","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Matthew Lydick","REP","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Barbara A. Prokopich","REP","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Santa Claus","IND","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Richard Duncan","IND","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Bruce Mlynski","IND","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Kevin M. Thorne","IND","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","James Clymer","CON","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Virgil Goode","CON","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Ross C. Rocky Anderson","OTH","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Andre Barnett","OTH","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Roseanne Barr","OTH","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Will Christensen","OTH","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Stephen Durham","OTH","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Merlin Miller","OTH","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Leon Leo Ray","OTH","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Theodis (Ted) Brown, Sr.","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Paul Chehade","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","David M. Crosby","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Fred Donald Dickson, Jr.","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Robert William Dietz","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Dwight Kenneth French","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Darrell Hykes","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Nelson Keyton","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Dean Morstad","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Deonia Neveu","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Terrance James O'Hara","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Jill Reed","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Cecil James Roth","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Sheila Tittle","UNF","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","0",""
"01","002","000","06","01C","Ben Cardin","DEM","U.S. Senator           ","","Y","","108",""
"01","002","000","06","01C","Daniel John Bongino","REP","U.S. Senator           ","","","","242",""
"01","002","000","06","01C","Dean Ahmad","LIB","U.S. Senator           ","","","","5",""
"01","002","000","06","01C","S. Rob Sobhani","UNF","U.S. Senator           ","","","","64",""
"01","002","000","06","01C","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"01","002","000","06","01C","Mary Podlesak","REP","U.S. Senator           ","","","Y","0",""
"01","002","000","06","01C","Brandy Baker","UNF","U.S. Senator           ","","","Y","0",""
"01","002","000","06","01C","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"01","002","000","06","01C","Other Write-Ins","BOT","U.S. Senator           ","","","Y","0",""
"01","002","000","06","01C","John Delaney","DEM","Rep in Congress","06","Y","","152",""
"01","002","000","06","01C","Roscoe G. Bartlett","REP","Rep in Congress","06","","","251",""
"01","002","000","06","01C","Nickolaus Mueller","LIB","Rep in Congress","06","","","24",""
"01","002","000","06","01C","Other Write-Ins","BOT","Rep in Congress","06","","Y","0",""
"01","002","000","06","01C","Lynne A. Battaglia","BOT","Judge Court of Appeals","03","Y","","298","66"
"01","002","000","06","01C","Stuart R. Berger","BOT","Judge Special Appeals At Large","","Y","","283","73"
"01","002","000","06","01C","Nicholas Todd Hadley","NON","Board of Education     ","","Y","","278",""
"01","002","000","06","01C","Edward L. Root","NON","Board of Education     ","","Y","","282",""
"01","002","000","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","0",""
"01","003","000","06","01C","Barack Obama","DEM","President - Vice Pres","","Y","","86",""
"01","003","000","06","01C","Mitt Romney","REP","President - Vice Pres","","","","314",""
"01","003","000","06","01C","Gary Johnson","LIB","President - Vice Pres","","","","3",""
"01","003","000","06","01C","Jill Stein","GRN","President - Vice Pres","","","","2",""
"01","003","000","06","01C","Tiffany Renee Briscoe","DEM","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Dennis Knill","DEM","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Matthew Lydick","REP","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Barbara A. Prokopich","REP","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Santa Claus","IND","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Richard Duncan","IND","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Bruce Mlynski","IND","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Kevin M. Thorne","IND","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","James Clymer","CON","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Virgil Goode","CON","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Ross C. Rocky Anderson","OTH","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Andre Barnett","OTH","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Roseanne Barr","OTH","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Will Christensen","OTH","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Stephen Durham","OTH","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Merlin Miller","OTH","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Leon Leo Ray","OTH","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Theodis (Ted) Brown, Sr.","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Paul Chehade","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","David M. Crosby","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Fred Donald Dickson, Jr.","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Robert William Dietz","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Dwight Kenneth French","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Darrell Hykes","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Nelson Keyton","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Dean Morstad","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Deonia Neveu","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Terrance James O'Hara","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Jill Reed","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Cecil James Roth","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Sheila Tittle","UNF","President - Vice Pres","","","Y","0",""
"01","003","000","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","1",""
"01","003","000","06","01C","Ben Cardin","DEM","U.S. Senator           ","","Y","","78",""
"01","003","000","06","01C","Daniel John Bongino","REP","U.S. Senator           ","","","","242",""
"01","003","000","06","01C","Dean Ahmad","LIB","U.S. Senator           ","","","","2",""
"01","003","000","06","01C","S. Rob Sobhani","UNF","U.S. Senator           ","","","","56",""
"01","003","000","06","01C","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"01","003","000","06","01C","Mary Podlesak","REP","U.S. Senator           ","","","Y","0",""
"01","003","000","06","01C","Brandy Baker","UNF","U.S. Senator           ","","","Y","0",""
"01","003","000","06","01C","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"01","003","000","06","01C","Other Write-Ins","BOT","U.S. Senator           ","","","Y","0",""
"01","003","000","06","01C","John Delaney","DEM","Rep in Congress","06","Y","","114",""
"01","003","000","06","01C","Roscoe G. Bartlett","REP","Rep in Congress","06","","","248",""
"01","003","000","06","01C","Nickolaus Mueller","LIB","Rep in Congress","06","","","18",""
"01","003","000","06","01C","Other Write-Ins","BOT","Rep in Congress","06","","Y","0",""
"01","003","000","06","01C","Lynne A. Battaglia","BOT","Judge Court of Appeals","03","Y","","235","50"
"01","003","000","06","01C","Stuart R. Berger","BOT","Judge Special Appeals At Large","","Y","","225","56"
"01","003","000","06","01C","Nicholas Todd Hadley","NON","Board of Education     ","","Y","","223",""
"01","003","000","06","01C","Edward L. Root","NON","Board of Education     ","","Y","","239",""
"01","003","000","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","5",""
"01","004","002","06","01C","Barack Obama","DEM","President - Vice Pres","","Y","","171",""
"01","004","002","06","01C","Mitt Romney","REP","President - Vice Pres","","","","161",""
"01","004","002","06","01C","Gary Johnson","LIB","President - Vice Pres","","","","5",""
"01","004","002","06","01C","Jill Stein","GRN","President - Vice Pres","","","","8",""
"01","004","002","06","01C","Tiffany Renee Briscoe","DEM","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Dennis Knill","DEM","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Matthew Lydick","REP","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Barbara A. Prokopich","REP","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Santa Claus","IND","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Richard Duncan","IND","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Bruce Mlynski","IND","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Kevin M. Thorne","IND","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","James Clymer","CON","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Virgil Goode","CON","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Ross C. Rocky Anderson","OTH","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Andre Barnett","OTH","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Roseanne Barr","OTH","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Will Christensen","OTH","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Stephen Durham","OTH","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Merlin Miller","OTH","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Leon Leo Ray","OTH","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Theodis (Ted) Brown, Sr.","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Paul Chehade","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","David M. Crosby","UNF","President - Vice Pres","","","Y","1",""
"01","004","002","06","01C","Fred Donald Dickson, Jr.","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Robert William Dietz","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Dwight Kenneth French","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Darrell Hykes","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Nelson Keyton","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Dean Morstad","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Deonia Neveu","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Terrance James O'Hara","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Jill Reed","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Cecil James Roth","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Sheila Tittle","UNF","President - Vice Pres","","","Y","0",""
"01","004","002","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","3",""
"01","004","002","06","01C","Ben Cardin","DEM","U.S. Senator           ","","Y","","154",""
"01","004","002","06","01C","Daniel John Bongino","REP","U.S. Senator           ","","","","117",""
"01","004","002","06","01C","Dean Ahmad","LIB","U.S. Senator           ","","","","8",""
"01","004","002","06","01C","S. Rob Sobhani","UNF","U.S. Senator           ","","","","47",""
"01","004","002","06","01C","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"01","004","002","06","01C","Mary Podlesak","REP","U.S. Senator           ","","","Y","0",""
"01","004","002","06","01C","Brandy Baker","UNF","U.S. Senator           ","","","Y","0",""
"01","004","002","06","01C","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"01","004","002","06","01C","Other Write-Ins","BOT","U.S. Senator           ","","","Y","0",""
"01","004","002","06","01C","John Delaney","DEM","Rep in Congress","06","Y","","193",""
"01","004","002","06","01C","Roscoe G. Bartlett","REP","Rep in Congress","06","","","125",""
"01","004","002","06","01C","Nickolaus Mueller","LIB","Rep in Congress","06","","","14",""
"01","004","002","06","01C","Other Write-Ins","BOT","Rep in Congress","06","","Y","0",""
"01","004","002","06","01C","Lynne A. Battaglia","BOT","Judge Court of Appeals","03","Y","","249","41"
"01","004","002","06","01C","Stuart R. Berger","BOT","Judge Special Appeals At Large","","Y","","235","52"
"01","004","002","06","01C","Nicholas Todd Hadley","NON","Board of Education     ","","Y","","226",""
"01","004","002","06","01C","Edward L. Root","NON","Board of Education     ","","Y","","218",""
"01","004","002","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","0",""
"01","004","002","06","01C","David Caporale","NON","Council - City of Cumberland","CU","Y","","247",""
"01","004","002","06","01C","John Cline","NON","Council - City of Cumberland","CU","","","61",""
"01","004","002","06","01C","Nicole Wagoner","NON","Council - City of Cumberland","CU","Y","","198",""
"01","004","003","06","01C","Barack Obama","DEM","President - Vice Pres","","Y","","247",""
"01","004","003","06","01C","Mitt Romney","REP","President - Vice Pres","","","","279",""
"01","004","003","06","01C","Gary Johnson","LIB","President - Vice Pres","","","","17",""
"01","004","003","06","01C","Jill Stein","GRN","President - Vice Pres","","","","10",""
"01","004","003","06","01C","Tiffany Renee Briscoe","DEM","President - Vice Pres","","","Y","0",""
"01","004","003","06","01C","Dennis Knill","DEM","President - Vice Pres","","","Y","0",""
"01","004","003","06","01C","Matthew Lydick","REP","President - Vice Pres","","","Y","0",""
"01","004","003","06","01C","Barbara A. Prokopich","REP","President - Vice Pres","","","Y","0",""
"01","004","003","06","01C","Santa Claus","IND","President - Vice Pres","","","Y","1",""
"01","004","003","06","01C","Richard Duncan","IND","President - Vice Pres","","","Y","0",""
"01","004","003","06","01C","Bruce Mlynski","IND","President - Vice Pres","","","Y","0",""
"01","004","003","06","01C","Kevin M. Thorne","IND","President - Vice Pres","","","Y","0",""
"01","004","003","06","01C","James Clymer","CON","President - Vice Pres","","","Y","0",""
